id,fec_nacim,flg_empleado,gls_nacioncorta,gls_residencialarga,gls_profesionlarga,cod_sexo,gls_cod_estcivillarga,gls_niv_educaclarga,gls_sep_bieneslarga
9653,1977-10-04,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
28750,1963-09-25,S,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
15538,1942-09-10,N,Chile,Propia con deuda,CONTADOR AUDITOR,M,Casado,Universitario Completo,CON SEPARACIÓN
23591,1976-12-29,N,Chile,Propia con deuda,CIRUJANO DENTISTA,F,Casado,Universitario Completo,CON SEPARACIÓN
28295,1977-06-01,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
34001,1975-07-15,N,Chile, , ,F, ,Sin Asignación, 
20301,1981-09-09,S,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
26574,1975-02-22,N,Chile,Residencia Propia,PERIODISTA,F,Casado,Universitario Completo,SIN SEPARACIÓN
32728,1979-10-09,N,Chile, , ,M, ,Sin Asignación, 
15948,1988-08-06,N,Chile,Residencia Familiar,DISEÑADOR,M,Soltero,Universitario Completo, 
1409,1957-05-16,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
29546,1966-02-07,N,Chile,Residencia Propia,COMUNICADOR SOCIAL,F,Casado,Técnico Universitario,CON SEPARACIÓN
33936,1964-06-21,N,Chile,Residencia Propia,TRADUCTOR DE IDIOMAS,F,Casado,Universitario Completo,SIN SEPARACIÓN
2008,1957-10-06,N,Chile,Residencia Familiar,OTRA,F,Casado,Universitario Incompleto,SIN SEPARACIÓN
20921,1980-09-23,N,Chile, ,TECNOLOGO MEDICO,F,Soltero,Universitario Completo, 
35206,2009-04-29,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
23434,1972-01-28,N,Chile,Residencia Propia,INGENIERO,F,Casado,Universitario Completo,SIN SEPARACIÓN
4910,1981-09-09,N,Chile,Residencia Propia,OTRA,M,Soltero,Sin Asignación, 
19575,1964-11-14,N,Chile,Residencia Propia,ARQUITECTO,M,Casado,Universitario Completo,SIN SEPARACIÓN
15433,1972-04-07,N,Chile,Residencia Propia,ADMINISTRADOR PUBLICO,F,Casado,Sin Asignación,SIN SEPARACIÓN
24413,1949-08-07,N,Chile,Residencia Propia,CONTADOR PUBLICO,M,Casado,Técnico Universitario,SIN SEPARACIÓN
24895,1951-06-26,N,Chile,Residencia Propia,CONTADOR AUDITOR,M,Casado,Universitario Completo,SIN SEPARACIÓN
19553,1954-04-25,N,Chile, ,INGENIERO CIVIL,F,Soltero,Universitario Completo, 
19952,1964-12-24,N,Chile,Residencia Propia,CONTADOR AUDITOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
15950,1972-06-15,N,Chile,Residencia Propia,PUBLICISTA,F,Casado,Universitario Completo,PARTICIPACIÓN EN GANANCIALES
10428,1946-04-01,N,Chile,Residencia Propia,ESTADISTICO,F,Casado,Universitario Completo,SIN SEPARACIÓN
30112,1962-11-12,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,CON SEPARACIÓN
2995,1991-03-06,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
34293,1950-06-07,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Completo,CON SEPARACIÓN
26437,1977-05-18,N,Chile,Residencia Propia,ABOGADO,M,Soltero,Universitario Completo, 
15022,1969-03-30,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
33274,,N, ,Residencia Propia,OTRA,M,SIN INFORMACION,Sin Asignación, 
1726,1968-03-31,N,Chile, ,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
2350,1963-06-07,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
1168,1956-09-24,N,Chile, ,OTRA,F, ,Sin Asignación, 
20073,1969-01-10,N,Chile, ,OTRA,M, ,Sin Asignación, 
19073,1979-06-17,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
11524,1963-11-19,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
32714,1965-11-26,N,Chile,Residencia Familiar,CONTADOR AUDITOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
23701,1979-12-02,N,Chile,Residencia Propia,OTRA,M,SIN INFORMACION,Sin Asignación, 
1366,1971-09-25,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
5572,1941-05-26,N,Chile, , ,F, ,Sin Asignación, 
26199,1974-09-26,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
1502,1975-10-13,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
3001,2016-07-04,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
7819,1965-03-19,N,Chile,Residencia Familiar,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,SIN SEPARACIÓN
7414,1930-08-08,N,Chile, ,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
28670,1939-07-06,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
29430,1942-03-28,N,Chile,Residencia Propia,OTRA,M,SIN INFORMACION,Sin Asignación, 
2013,1985-07-05,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
34799,1955-09-10,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
19030,1990-01-30,N,Chile, , ,M, ,Sin Asignación, 
19064,2005-03-31,N,Chile, , ,M, ,Sin Asignación, 
15112,1961-11-08,N,Chile, , ,F, ,Sin Asignación, 
37046,1988-09-03,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
258,1970-03-17,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Completo,CON SEPARACIÓN
14333,1988-08-16,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
35123,1988-12-06,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8259,1985-09-20,N,Chile,Residencia Arrendada,DISEÑADOR GRAFICO,F,Casado,Universitario Completo,SIN SEPARACIÓN
21720,1954-03-07,N,Chile,Residencia Propia,INGENIERO FORESTAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
20246,1966-03-19,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
9589,1971-10-18,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
19607,1956-07-23,N,Chile, ,ASISTENTE SOCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
18851,1969-04-15,N,Chile,Residencia Arrendada,COMUNICADOR,M,Casado,Sin Asignación,CON SEPARACIÓN
14808,1957-02-25,N,Chile,Residencia Propia,MEDICO VETERINARIO,M,Casado,Universitario Completo,CON SEPARACIÓN
14702,1930-06-08,N,Chile, ,OTRA,F, ,Sin Asignación, 
1686,1948-11-13,N,Chile,Residencia Propia,SOCIOLOGO,F,Casado,Universitario Completo,SIN SEPARACIÓN
1741,1941-07-22,N,Chile, , ,F, ,Sin Asignación, 
10016,1937-06-13,N,Chile, , ,M, ,Sin Asignación, 
5694,1948-03-15,N,Chile,Residencia Familiar,INGENIERO AGRONOMO,M,Casado,Universitario Completo,SIN SEPARACIÓN
9626,1970-12-22,N,Chile,Residencia Familiar,ABOGADO,F,Soltero,Universitario Completo, 
35741,1956-09-21,N,Chile,Residencia Propia,MEDICO,M,Soltero,Universitario Completo, 
29937,1978-11-21,N,Chile,Residencia Familiar,LICENCIADO EN ARTES,F,Soltero,Universitario Completo, 
12889,1939-09-28,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
15074,1946-03-15,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
6309,1935-11-12,N,Chile, ,OTRA,F,Casado,Universitario Completo,SIN SEPARACIÓN
9927,1985-05-07,N,Chile, ,OTRA,F, ,Sin Asignación, 
14325,1962-12-16,N,No Definido, , ,M, ,Sin Asignación, 
11109,2007-04-20,N,Chile, , ,F, ,Sin Asignación, 
15369,1966-11-25,N,Chile,Residencia Familiar,ABOGADO,F,Soltero,Universitario Completo, 
11148,1979-08-17,N,Chile, , ,M, ,Sin Asignación, 
11090,1982-12-16,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
23226,1984-03-13,N,Chile,Residencia Propia,INGENIERO CIVIL ELECTRICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
18615,1989-02-28,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Completo, 
1831,1945-04-13,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
21327,1960-01-06,N,Chile,Residencia Propia,INGENIERO,M,Casado,Universitario Completo,SIN SEPARACIÓN
5486,1947-04-21,N,Chile,Propia con deuda,MEDICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
29469,1937-01-04,N,Chile,Residencia Propia,ABOGADO,M,Casado,Universitario Completo,SIN SEPARACIÓN
10440,1963-08-27,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
194,1967-11-17,N,Chile,Residencia Propia,DISEÑADOR GRAFICO,F,Casado,Sin Asignación,SIN SEPARACIÓN
29033,1959-07-19,N,Chile,Residencia Propia,TECNICO AGRICOLA,M,Casado,Técnico,CON SEPARACIÓN
23964,1932-07-11,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Incompleto,SIN SEPARACIÓN
25358,1965-09-27,N,Chile,Residencia Arrendada,SECRETARIA BILINGÜE,F,Casado,Sin Asignación,SIN SEPARACIÓN
28726,1943-11-10,N,Chile,Residencia Propia,PROFESOR,F,Soltero,Universitario Completo, 
793,1937-12-22,N,Chile, ,OTRA,M, ,Sin Asignación, 
24915,1990-12-12,N,Chile, , ,F, ,Sin Asignación, 
14407,1982-12-30,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
1874,1975-06-26,N,Chile, ,MUSICO,F,Casado,Técnico,SIN SEPARACIÓN
19683,1956-04-26,N,Chile,Otras Residencias,OTRA,M,Soltero,Universitario Completo, 
560,1983-12-16,N,Chile,Residencia Familiar,INGENIERO AGRONOMO,M,Soltero,Universitario Completo, 
478,2004-02-28,N,Chile, ,OTRA,M, ,Sin Asignación, 
25982,1939-08-16,N,Italia,Residencia Familiar,OTRA,F,Soltero,Universitario Incompleto, 
9298,1972-12-21,N,Chile, ,MEDICO,F,Casado,Universitario Completo, 
13844,1987-09-29,N,Chile,Residencia Familiar,INGENIERO AGRONOMO,F,Soltero,Universitario Incompleto, 
15069,1955-08-29,N,Chile, ,OTRA,M, ,Sin Asignación, 
5810,1960-09-22,N,Chile, ,OTRA,F, ,Sin Asignación, 
10753,1963-01-29,N,Chile, ,OTRA,M, ,Sin Asignación, 
33563,1959-01-09,N,Chile, ,OTRA,F, ,Sin Asignación, 
23456,1968-01-07,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
11147,1951-08-17,N,Chile,Residencia Propia,ADMINISTRADOR EN COMERCIALIZACION,M,Casado,Universitario Incompleto,CON SEPARACIÓN
15070,1963-03-22,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
109,1999-07-15,N,Chile,Residencia Familiar,ADMINISTRADOR DE SERVICIOS,F,Soltero,Universitario Incompleto, 
14089,1966-05-16,N,Chile, ,OTRA,M, ,Sin Asignación, 
15386,1962-03-29,N,Chile, ,OTRA,M, ,Sin Asignación, 
5620,1948-07-11,N,Chile, ,OTRA,F, ,Sin Asignación, 
18959,1999-09-22,N,Chile, ,OTRA,F, ,Sin Asignación, 
5303,1975-02-09,N,Chile, ,OTRA,F, ,Sin Asignación, 
19408,1929-06-19,N,Chile, ,OTRA,M, ,Sin Asignación, 
15292,1960-05-20,N,Chile, ,OTRA,F, ,Sin Asignación, 
14522,1981-11-12,N,Chile, , ,F, ,Sin Asignación, 
23670,2004-06-10,N,Chile, ,OTRA,F, ,Sin Asignación, 
27751,2001-01-02,N,Venezuela, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
3595,1988-02-06,N,Chile,Propia con deuda,INGENIERO,M,Casado,Técnico Universitario,CON SEPARACIÓN
11100,1984-07-21,N,Chile,Propia con deuda,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
26689,1949-10-30,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
10589,1957-07-20,N,Chile,Residencia Propia,OTRA,F,Casado,Medio,SIN SEPARACIÓN
18847,1969-11-20,N,Chile, ,OTRA,F, ,Sin Asignación, 
33331,1928-02-14,N,Chile, ,OTRA,M, ,Sin Asignación, 
19297,1946-11-30,N,Chile, ,OTRA,F, ,Sin Asignación, 
33218,1945-05-02,N,Chile, ,OTRA,F, ,Sin Asignación, 
32741,1967-03-30,N,Chile, ,OTRA,F, ,Sin Asignación, 
284,1971-12-07,N,Chile, ,OTRA,M, ,Sin Asignación, 
28286,1986-09-05,N,Chile, , ,F, ,Sin Asignación, 
950,1949-07-04,N,Chile, , ,F, ,Sin Asignación, 
25493,1983-03-13,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
5630,1966-07-03,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
24877,1959-08-17,N,Chile,Residencia Propia,DISEÑADOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
27468,1953-07-19,N,Chile, ,OTRA,M,Casado,Universitario Completo, 
27902,1991-01-14,S,Chile,Residencia Familiar,PSICOLOGO,F,Soltero,Universitario Completo, 
32981,1982-07-05,N,Chile, ,OTRA,F, ,Sin Asignación, 
14867,1944-02-17,N,Chile, ,OTRA,F, ,Sin Asignación, 
19130,1993-02-05,N,Chile, ,OTRA,F, ,Sin Asignación, 
9813,1974-04-27,N,Chile, ,OTRA,M, ,Sin Asignación, 
5280,1992-12-19,N,Chile, ,OTRA,M, ,Sin Asignación, 
764,1935-04-12,N,Chile, ,OTRA,F, ,Sin Asignación, 
28941,1942-03-25,N,Chile, ,OTRA,F, ,Sin Asignación, 
13968,1955-10-05,N,Chile, ,OTRA,F,Soltero,Técnico, 
8534,2000-10-17,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
36396,1939-04-20,N,Chile, ,OTRA,F,Viudo,Sin Asignación, 
17903,1942-04-01,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
17765,1988-02-04,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
33710,1959-03-11,N,Chile,Residencia Familiar,CONTADOR AUDITOR,F,Soltero,Universitario Completo,-
5724,1948-10-30,N,Chile, ,OTRA,F, ,Sin Asignación, 
653,1930-11-06,N,Chile, ,OTRA,M, ,Sin Asignación, 
14135,1966-11-09,N,Chile, ,OTRA,M, ,Sin Asignación, 
19146,1993-12-17,N,Chile, ,OTRA,F, ,Sin Asignación, 
586,1926-05-14,N,Chile, ,OTRA,M, ,Sin Asignación, 
20331,1965-03-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
9505,1971-01-05,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
26418,1978-02-28,N,Chile,Propia con deuda,ABOGADO,M,Casado,Universitario Completo,SIN SEPARACIÓN
10135,1947-06-16,N,Chile,Residencia Propia,AGRICULTOR,M,Casado,Sin Asignación,SIN SEPARACIÓN
16273,1995-06-26,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
35713,1991-03-18,N,Chile,Residencia Familiar,EDUCADOR PARVULARIO,F,Soltero,Universitario Completo, 
32362,2010-04-25,N,Chile, ,OTRA,F,Soltero,Medio, 
13028,1995-08-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21107,1990-10-16,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
29102,1959-09-14,N,Chile, ,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
15055,1949-01-21,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
19518,1953-12-07,N,Chile,Otras Residencias,ADMINISTRADOR DE EMPRESAS,F,Casado,Universitario Completo,SIN SEPARACIÓN
4959,1974-12-03,N,Chile, ,OTRA,F, ,Sin Asignación, 
23812,1981-05-20,N,Chile, ,OTRA,F, ,Sin Asignación, 
14305,1976-03-11,N,Chile, ,OTRA,M, ,Sin Asignación, 
26459,1965-07-04,N,Chile, , ,M, ,Sin Asignación, 
9476,1978-09-28,N,Chile, ,DISEÑADOR,F,Casado,Técnico Universitario,CON SEPARACIÓN
907,1967-06-18,N,Chile,Residencia Propia,TECNICO EN TURISMO,F,Casado,Universitario Completo,CON SEPARACIÓN
11112,1987-04-23,N,Chile, ,OTRA,M,Soltero,Técnico, 
23047,1973-03-21,N,Chile, ,ABOGADO,M,Soltero,Universitario Incompleto, 
13093,1975-04-04,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
13225,1991-10-25,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
8741,1978-12-24,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
19377,1953-11-14,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
33324,1939-12-15,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,SIN SEPARACIÓN
28898,1956-07-22,N,Chile,Residencia Propia,OTRA,F,Casado,Universitario Completo,SIN SEPARACIÓN
904,1955-02-17,N,Chile, ,OTRA,M, ,Sin Asignación, 
15286,1962-12-10,N,Chile, ,OTRA,M, ,Sin Asignación, 
458,1979-10-29,N,Chile, ,OTRA,M, ,Sin Asignación, 
7452,1987-01-21,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
744,1940-02-07,N,Chile, ,OTRA,M, ,Sin Asignación, 
766,1928-08-09,N,Chile, ,OTRA,M, ,Sin Asignación, 
30181,1964-07-04,N,Chile, , ,M, ,Sin Asignación, 
34676,1966-03-06,N,Chile, ,OTRA,M, ,Sin Asignación, 
5246,1983-05-03,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
30085,2013-05-30,N,Chile, ,OTRA,M, ,Sin Asignación, 
25492,1984-12-19,S,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
33678,1954-08-15,N,Chile,Residencia Propia,CIRUJANO DENTISTA,F,Casado,Universitario Completo,SIN SEPARACIÓN
7454,1982-11-04,N,Chile,Residencia Arrendada,GEOLOGO,M,Casado,Universitario Completo,SIN SEPARACIÓN
3396,1986-07-03,N,Chile,Residencia Familiar,OTRA,F,Soltero,Técnico, 
18807,1981-11-05,N,Chile,Propia con deuda,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
24933,1949-11-03,N,Chile,Residencia Propia,OTRA,F,Casado,Técnico,SIN SEPARACIÓN
7437,1991-03-20,N,Chile,Residencia Familiar,INGENIERO CIVIL QUIMICO,M,Soltero,Universitario Incompleto, 
21455,1953-10-20,N,Chile, , ,F,Casado,Sin Asignación,-
622,1996-03-02,N,Chile,Residencia Familiar,OTRA,M,Soltero,Medio, 
21308,1984-09-29,N,Chile,Otras Residencias,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
11744,1939-10-24,N,Chile, , ,F,Soltero,Sin Asignación,-
30344,1971-12-08,N,Chile, ,OTRA,F, ,Sin Asignación, 
2032,1953-07-21,N,Chile,Residencia Propia,TECNICO AGRICOLA,F,Casado,Técnico,CON SEPARACIÓN
23336,1951-06-15,N,Chile, , ,M, ,Sin Asignación, 
21082,1994-03-26,N,Chile,Residencia Familiar,OTRA,F,Soltero,Universitario Incompleto, 
20694,1988-01-20,N,Chile,Residencia Propia,PSICOLOGO,F,Soltero,Universitario Completo, 
6941,1975-10-02,N,Chile, ,OTRA,F, ,Sin Asignación, 
26071,1952-04-11,N,Chile,Residencia Propia,BIBLIOTECOLOGO,F,Soltero,Universitario Completo, 
20937,1988-12-05,N,Chile,Residencia Familiar,PROFESOR,F,Soltero,Universitario Completo, 
15795,1976-12-14,N,Chile, ,OTRA,M, ,Sin Asignación, 
25298,1949-03-21,N,Chile, ,OTRA,M, ,Sin Asignación, 
11470,1988-12-29,N,Chile,Residencia Familiar,PSICOLOGO,F,Soltero,Universitario Completo, 
24733,1975-04-15,N,Chile,Residencia Propia,RELACIONADOR PUBLICO,F,Casado,Universitario Completo,CON SEPARACIÓN
31117,1938-07-06,N,Chile, ,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
2104,1955-11-30,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
31000,1977-09-22,N,Chile, ,OTRA,F, ,Sin Asignación, 
1912,2008-02-05,N,Chile, ,OTRA,F, ,Sin Asignación, 
14172,1979-05-16,N,Chile, , ,F, ,Sin Asignación, 
16448,1987-10-16,N,Chile,Residencia Familiar,ABOGADO,F,Soltero,Universitario Completo, 
26283,1965-09-23,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
11696,1965-12-03,S,Chile, ,OTRA,F,Soltero,Sin Asignación, 
11029,1959-09-15,N,Chile,Residencia Propia,ADMINISTRADOR FINANCIERO,M,Casado,Técnico,CON SEPARACIÓN
10373,1957-12-22,N,Chile,Residencia Propia,OTRA,M,Casado,Técnico,CON SEPARACIÓN
12018,1989-05-05,N,Chile,Residencia Familiar,INGENIERO DE EJECUCION,M,Soltero,Universitario Completo, 
9554,1971-01-04,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,F,Soltero,Universitario Completo, 
16165,1987-09-13,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Incompleto, 
2416,1952-02-16,N,Chile, , ,F,Casado,Sin Asignación,-
8032,1973-04-23,N,Argentina,Otras Residencias,INGENIERO,M,Casado,Universitario Completo,SIN SEPARACIÓN
29958,1934-06-07,N,Chile, ,OTRA,M, ,Sin Asignación, 
20046,1977-06-07,N,Chile,Otras Residencias,FILOSOFO,M,Casado,Universitario Completo,CON SEPARACIÓN
11549,1989-03-02,S,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
31174,1954-01-06,N,Chile, , ,M,Casado,Sin Asignación,-
16997,1948-07-06,N,Chile,Residencia Arrendada,OTRA,M,Soltero,Medio, 
29502,1955-02-03,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,SIN SEPARACIÓN
11699,1974-11-26,N,Chile,Residencia Familiar,CONTADOR AUDITOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
26705,1987-08-10,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
16055,1938-11-27,N,Chile,Residencia Propia,OTRA,F,Soltero,Medio, 
35662,1972-09-01,N,Chile, , ,M,Casado,Sin Asignación,-
12627,1942-09-11,N,Chile, ,OTRA,M, ,Sin Asignación, 
28285,1986-02-26,N,Chile, , ,M, ,Sin Asignación, 
25296,1981-11-28,N,Chile, ,OTRA,M, ,Sin Asignación, 
2065,1984-01-03,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
9353,1988-06-13,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
10997,1965-01-19,N,Chile,Residencia Propia,PROFESOR,F,Casado,Sin Asignación,CON SEPARACIÓN
16213,1994-03-06,N,Chile, , ,M, ,Sin Asignación, 
33162,1985-09-16,N,Chile,Residencia Familiar,DISEÑADOR ARQUITECTONICO,F,Soltero,Técnico Universitario, 
15777,1976-10-14,N,Chile, , ,M, ,Sin Asignación, 
1528,1978-07-20,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
9597,1973-10-25,N,Chile,Propia con deuda,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
25764,1947-10-12,N,Chile, ,OTRA,F, ,Sin Asignación, 
6858,2009-02-23,N,Chile, ,OTRA,M, ,Sin Asignación, 
16568,1940-07-09,N,Chile, , ,M,Casado,Sin Asignación,-
20244,1960-10-01,N,Chile,Residencia Propia,OTRA,F,Casado,Universitario Incompleto,CON SEPARACIÓN
30464,1980-12-02,N,Chile,Residencia Propia,MEDICO VETERINARIO,M,Soltero,Universitario Completo, 
7470,1949-08-08,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
2807,1989-06-09,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Completo, 
29837,1984-08-01,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
598,1979-05-23,N,Chile,Residencia Propia,ARQUITECTO,F,Casado,Universitario Completo,SIN SEPARACIÓN
20460,1980-04-12,N,Chile,Residencia Propia,CONTADOR AUDITOR,F,Soltero,Universitario Completo, 
18988,1978-11-14,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
28258,1986-05-07,N,Chile,Residencia Propia,INGENIERO AGRONOMO,M,Soltero,Universitario Completo, 
6164,1980-08-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
6590,1947-02-19,N,Chile, , ,F, ,Sin Asignación, 
20477,1984-04-20,N,Chile, , ,M, ,Sin Asignación, 
21022,1988-11-08,N,Chile,Residencia Familiar,PROFESOR,F,Soltero,Universitario Completo, 
6990,1989-01-27,N,Chile, , ,F,Soltero,Sin Asignación,-
18163,1987-01-03,N,Chile,Residencia Familiar,LICENCIADO EN CIENCIAS JURIDICAS,M,Soltero,Universitario Incompleto, 
6300,1942-07-14,N,Chile,Residencia Propia,INGENIERO ELECTROMECANICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
12036,2007-02-10,N,Chile, , ,M, ,Sin Asignación, 
33512,1951-07-22,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
17191,1986-09-17,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
12019,1972-12-04,N,Uruguay,Residencia Arrendada,BIOLOGO,F,Soltero,Universitario Completo, 
1990,1986-03-02,N,Chile, , ,F, ,Sin Asignación, 
20576,1981-11-06,N,Chile, , ,F, ,Sin Asignación, 
21586,1980-01-09,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,F,Casado,Universitario Completo,CON SEPARACIÓN
15478,1948-07-03,N,Chile,Residencia Propia,TECNICO AGRICOLA,F,Casado,Universitario Incompleto,SIN SEPARACIÓN
6614,1950-03-24,N,Chile, , ,M, ,Sin Asignación, 
9662,,N,No Definido, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
29649,1980-05-04,S,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
25734,1954-06-24,N,Chile, , ,M,Casado,Sin Asignación,-
